Gene_ID,Ensembl_ID,Gene_Name,Gene_Biotype,Gene_Length
ENSG00000172717_FAM71D,ENSG00000172717,FAM71D,protein_coding,39158
ENSG00000258988_AL135978.1,ENSG00000258988,AL135978.1,processed_pseudogene,1266
ENSG00000072415_MPP5,ENSG00000072415,MPP5,protein_coding,94711
ENSG00000100554_ATP6V1D,ENSG00000100554,ATP6V1D,protein_coding,65895
ENSG00000199755_RF00019,ENSG00000199755,RF00019,misc_RNA,109
ENSG00000134001_EIF2S1,ENSG00000134001,EIF2S1,protein_coding,26520
ENSG00000100558_PLEK2,ENSG00000100558,PLEK2,protein_coding,25218
ENSG00000265993_MIR5694,ENSG00000265993,MIR5694,miRNA,76
ENSG00000198133_TMEM229B,ENSG00000198133,TMEM229B,protein_coding,86656
ENSG00000054690_PLEKHH1,ENSG00000054690,PLEKHH1,protein_coding,56312
ENSG00000100564_PIGH,ENSG00000100564,PIGH,protein_coding,18333
ENSG00000259502_AL132640.1,ENSG00000259502,AL132640.1,processed_pseudogene,2879
ENSG00000259648_AL132640.2,ENSG00000259648,AL132640.2,transcribed_processed_pseudogene,1698
ENSG00000281228_AL132640.3,ENSG00000281228,AL132640.3,pseudogene,182
ENSG00000201529_RF00019,ENSG00000201529,RF00019,misc_RNA,114
ENSG00000081181_ARG2,ENSG00000081181,ARG2,protein_coding,31923
ENSG00000100568_VTI1B,ENSG00000100568,VTI1B,protein_coding,27757
ENSG00000258626_COX7A2P1,ENSG00000258626,COX7A2P1,processed_pseudogene,315
ENSG00000272253_RNA5SP386,ENSG00000272253,RNA5SP386,rRNA_pseudogene,107
ENSG00000258466_AL049779.1,ENSG00000258466,AL049779.1,protein_coding,30548
ENSG00000072042_RDH11,ENSG00000072042,RDH11,protein_coding,19014
ENSG00000139988_RDH12,ENSG00000139988,RDH12,protein_coding,32567
ENSG00000241542_RN7SL369P,ENSG00000241542,RN7SL369P,misc_RNA,299
ENSG00000258618_RPL21P9,ENSG00000258618,RPL21P9,processed_pseudogene,660
ENSG00000072121_ZFYVE26,ENSG00000072121,ZFYVE26,protein_coding,89217
ENSG00000271697_AL049779.3,ENSG00000271697,AL049779.3,processed_pseudogene,156
ENSG00000239820_RN7SL213P,ENSG00000239820,RN7SL213P,misc_RNA,317
ENSG00000258759_AL049779.2,ENSG00000258759,AL049779.2,processed_pseudogene,606
ENSG00000182185_RAD51B,ENSG00000182185,RAD51B,protein_coding,910440
ENSG00000274666_AL133370.2,ENSG00000274666,AL133370.2,unprocessed_pseudogene,439
ENSG00000258837_AL133370.1,ENSG00000258837,AL133370.1,antisense,5193
ENSG00000244677_RN7SL706P,ENSG00000244677,RN7SL706P,misc_RNA,292
ENSG00000243546_RN7SL108P,ENSG00000243546,RN7SL108P,misc_RNA,297
ENSG00000240210_AL122013.1,ENSG00000240210,AL122013.1,processed_pseudogene,801
ENSG00000258477_PPIAP6,ENSG00000258477,PPIAP6,processed_pseudogene,499
ENSG00000259038_AL121820.2,ENSG00000259038,AL121820.2,antisense,1280
ENSG00000258623_AL121820.1,ENSG00000258623,AL121820.1,antisense,2155
ENSG00000242941_RPL12P7,ENSG00000242941,RPL12P7,processed_pseudogene,494
ENSG00000207089_RNU6-921P,ENSG00000207089,RNU6-921P,snRNA,107
ENSG00000185650_ZFP36L1,ENSG00000185650,ZFP36L1,protein_coding,8594
ENSG00000270975_MAGOH3P,ENSG00000270975,MAGOH3P,unprocessed_pseudogene,764
ENSG00000258565_BLZF2P,ENSG00000258565,BLZF2P,unprocessed_pseudogene,2095
ENSG00000072110_ACTN1,ENSG00000072110,ACTN1,protein_coding,105298
ENSG00000258967_HMGN1P3,ENSG00000258967,HMGN1P3,processed_pseudogene,300
ENSG00000258531_BANF1P1,ENSG00000258531,BANF1P1,processed_pseudogene,263
ENSG00000259062_ACTN1-AS1,ENSG00000259062,ACTN1-AS1,antisense,7782
ENSG00000242293_RPS29P1,ENSG00000242293,RPS29P1,processed_pseudogene,159
ENSG00000139990_DCAF5,ENSG00000139990,DCAF5,protein_coding,102270
ENSG00000259165_DDX18P1,ENSG00000259165,DDX18P1,processed_pseudogene,1992
ENSG00000206768_RF00019,ENSG00000206768,RF00019,misc_RNA,102
ENSG00000276063_AL391262.1,ENSG00000276063,AL391262.1,lincRNA,494
ENSG00000258957_AL359317.2,ENSG00000258957,AL359317.2,lincRNA,31073
ENSG00000081177_EXD2,ENSG00000081177,EXD2,protein_coding,52510
ENSG00000258520_AL359317.1,ENSG00000258520,AL359317.1,lincRNA,21402
ENSG00000100626_GALNT16,ENSG00000100626,GALNT16,protein_coding,97757
ENSG00000280073_AL157996.1,ENSG00000280073,AL157996.1,TEC,2299
ENSG00000100632_ERH,ENSG00000100632,ERH,protein_coding,18505
ENSG00000029364_SLC39A9,ENSG00000029364,SLC39A9,protein_coding,64374
ENSG00000175985_PLEKHD1,ENSG00000175985,PLEKHD1,protein_coding,46860
ENSG00000244237_AL133445.1,ENSG00000244237,AL133445.1,processed_pseudogene,452
ENSG00000267909_CCDC177,ENSG00000267909,CCDC177,protein_coding,5022
ENSG00000100647_SUSD6,ENSG00000100647,SUSD6,protein_coding,103547
ENSG00000273797_AL133445.2,ENSG00000273797,AL133445.2,sense_intronic,527
ENSG00000100650_SRSF5,ENSG00000100650,SRSF5,protein_coding,45106
ENSG00000100652_SLC10A1,ENSG00000100652,SLC10A1,protein_coding,21873
ENSG00000221060_RF00614,ENSG00000221060,RF00614,snoRNA,129
ENSG00000198732_SMOC1,ENSG00000198732,SMOC1,protein_coding,178236
ENSG00000242071_RPL7AP6,ENSG00000242071,RPL7AP6,processed_pseudogene,801
ENSG00000100678_SLC8A3,ENSG00000100678,SLC8A3,protein_coding,144854
ENSG00000258422_AL160191.1,ENSG00000258422,AL160191.1,antisense,43065
ENSG00000274330_AL160191.3,ENSG00000274330,AL160191.3,unprocessed_pseudogene,2203
ENSG00000270610_AL160191.2,ENSG00000270610,AL160191.2,processed_pseudogene,601
ENSG00000235812_ADAM21P1,ENSG00000235812,ADAM21P1,transcribed_processed_pseudogene,2311
ENSG00000259033_AL356804.1,ENSG00000259033,AL356804.1,lincRNA,16564
ENSG00000133983_COX16,ENSG00000133983,COX16,protein_coding,34651
ENSG00000258644_SYNJ2BP-COX16,ENSG00000258644,SYNJ2BP-COX16,protein_coding,91011
ENSG00000222640_RNU2-51P,ENSG00000222640,RNU2-51P,snRNA,197
ENSG00000213463_SYNJ2BP,ENSG00000213463,SYNJ2BP,protein_coding,50566
ENSG00000257759_AL357153.2,ENSG00000257759,AL357153.2,lincRNA,121653
ENSG00000139985_ADAM21,ENSG00000139985,ADAM21,protein_coding,7743
ENSG00000259158_ADAM20P1,ENSG00000259158,ADAM20P1,transcribed_unprocessed_pseudogene,30235
ENSG00000252263_RNU6-659P,ENSG00000252263,RNU6-659P,snRNA,104
ENSG00000134007_ADAM20,ENSG00000134007,ADAM20,protein_coding,12658
ENSG00000274397_AL357153.4,ENSG00000274397,AL357153.4,unprocessed_pseudogene,1273
ENSG00000133997_MED6,ENSG00000133997,MED6,protein_coding,19434
ENSG00000259115_AL357153.3,ENSG00000259115,AL357153.3,lincRNA,47891
ENSG00000258951_KRT18P7,ENSG00000258951,KRT18P7,processed_pseudogene,1219
ENSG00000245466_AL357153.1,ENSG00000245466,AL357153.1,lincRNA,32501
ENSG00000240837_RN7SL77P,ENSG00000240837,RN7SL77P,misc_RNA,294
ENSG00000133985_TTC9,ENSG00000133985,TTC9,protein_coding,33574
ENSG00000258689_LINC01269,ENSG00000258689,LINC01269,lincRNA,13456
ENSG00000006432_MAP3K9,ENSG00000006432,MAP3K9,protein_coding,87009
ENSG00000259153_AC004816.1,ENSG00000259153,AC004816.1,lincRNA,5199
ENSG00000275630_AC004816.2,ENSG00000275630,AC004816.2,lincRNA,1981
ENSG00000258431_AC004825.1,ENSG00000258431,AC004825.1,processed_pseudogene,586
ENSG00000274818_AC004825.2,ENSG00000274818,AC004825.2,lincRNA,455
ENSG00000100731_PCNX1,ENSG00000100731,PCNX1,protein_coding,207978
ENSG00000258930_AC005230.1,ENSG00000258930,AC005230.1,transcribed_processed_pseudogene,285
ENSG00000258966_GTF3AP2,ENSG00000258966,GTF3AP2,transcribed_processed_pseudogene,266
ENSG00000258571_PTTG4P,ENSG00000258571,PTTG4P,processed_pseudogene,352
ENSG00000269927_AC004817.3,ENSG00000269927,AC004817.3,lincRNA,2129
ENSG00000259907_AC004817.2,ENSG00000259907,AC004817.2,lincRNA,651
ENSG00000258517_AC004817.1,ENSG00000258517,AC004817.1,lincRNA,5584
ENSG00000269945_AC004817.4,ENSG00000269945,AC004817.4,lincRNA,3625
ENSG00000259146_AC005476.2,ENSG00000259146,AC005476.2,antisense,29086
ENSG00000197555_SIPA1L1,ENSG00000197555,SIPA1L1,protein_coding,420781
ENSG00000259079_AC005476.1,ENSG00000259079,AC005476.1,processed_pseudogene,397
ENSG00000207444_SNORD56B,ENSG00000207444,SNORD56B,snoRNA,71
ENSG00000242330_RN7SL683P,ENSG00000242330,RN7SL683P,misc_RNA,270
ENSG00000285612_AC004974.1,ENSG00000285612,AC004974.1,antisense,4086
ENSG00000285518_AC004900.1,ENSG00000285518,AC004900.1,antisense,4868
ENSG00000266869_AC005993.1,ENSG00000266869,AC005993.1,lincRNA,59825
ENSG00000182732_RGS6,ENSG00000182732,RGS6,protein_coding,634091
ENSG00000200298_RF00019,ENSG00000200298,RF00019,misc_RNA,110
ENSG00000273830_MIR7843,ENSG00000273830,MIR7843,miRNA,79
ENSG00000258871_AC004828.1,ENSG00000258871,AC004828.1,lincRNA,42546
ENSG00000205683_DPF3,ENSG00000205683,DPF3,protein_coding,274821
ENSG00000285936_AL392024.1,ENSG00000285936,AL392024.1,antisense,2519
ENSG00000206751_RF00019,ENSG00000206751,RF00019,misc_RNA,108
ENSG00000119599_DCAF4,ENSG00000119599,DCAF4,protein_coding,33372
ENSG00000176043_AC007160.1,ENSG00000176043,AC007160.1,processed_pseudogene,319
ENSG00000259015_AL442663.4,ENSG00000259015,AL442663.4,processed_pseudogene,1399
ENSG00000239544_AL442663.1,ENSG00000239544,AL442663.1,processed_pseudogene,364
ENSG00000165861_ZFYVE1,ENSG00000165861,ZFYVE1,protein_coding,57762
ENSG00000241487_RN7SL586P,ENSG00000241487,RN7SL586P,misc_RNA,296
ENSG00000258813_AL442663.3,ENSG00000258813,AL442663.3,antisense,1491
ENSG00000119707_RBM25,ENSG00000119707,RBM25,protein_coding,65463
ENSG00000258448_AL442663.2,ENSG00000258448,AL442663.2,processed_pseudogene,511
ENSG00000080815_PSEN1,ENSG00000080815,PSEN1,protein_coding,87274
ENSG00000259109_AC004858.1,ENSG00000259109,AC004858.1,processed_pseudogene,242
ENSG00000100767_PAPLN,ENSG00000100767,PAPLN,protein_coding,37144
ENSG00000258376_AC004846.1,ENSG00000258376,AC004846.1,antisense,3329
ENSG00000252839_RNU6-419P,ENSG00000252839,RNU6-419P,snRNA,63
ENSG00000258944_AC004846.2,ENSG00000258944,AC004846.2,antisense,1900
ENSG00000133961_NUMB,ENSG00000133961,NUMB,protein_coding,183511
ENSG00000285006_AC005280.3,ENSG00000285006,AC005280.3,processed_transcript,96746
ENSG00000284930_AC005280.2,ENSG00000284930,AC005280.2,lincRNA,7318
ENSG00000251393_AC005280.1,ENSG00000251393,AC005280.1,processed_transcript,14753
ENSG00000187105_HEATR4,ENSG00000187105,HEATR4,protein_coding,80464
ENSG00000170468_RIOX1,ENSG00000170468,RIOX1,protein_coding,2429
ENSG00000258443_AC005225.1,ENSG00000258443,AC005225.1,sense_intronic,3416
ENSG00000258695_AC005225.3,ENSG00000258695,AC005225.3,antisense,7733
ENSG00000184227_ACOT1,ENSG00000184227,ACOT1,protein_coding,6681
ENSG00000258408_NT5CP2,ENSG00000258408,NT5CP2,transcribed_processed_pseudogene,561
ENSG00000119673_ACOT2,ENSG00000119673,ACOT2,protein_coding,8039
ENSG00000258524_NT5CP1,ENSG00000258524,NT5CP1,processed_pseudogene,509
ENSG00000279026_AC005225.4,ENSG00000279026,AC005225.4,TEC,2225
ENSG00000177465_ACOT4,ENSG00000177465,ACOT4,protein_coding,4791
ENSG00000205669_ACOT6,ENSG00000205669,ACOT6,protein_coding,8944
ENSG00000258603_AC005225.2,ENSG00000258603,AC005225.2,antisense,17242
ENSG00000258972_NDUFB8P1,ENSG00000258972,NDUFB8P1,processed_pseudogene,545
ENSG00000119661_DNAL1,ENSG00000119661,DNAL1,protein_coding,58858
ENSG00000251907_RNU6-240P,ENSG00000251907,RNU6-240P,snRNA,97
ENSG00000258660_AC006146.1,ENSG00000258660,AC006146.1,antisense,2249
ENSG00000176903_PNMA1,ENSG00000176903,PNMA1,protein_coding,2590
ENSG00000156030_ELMSAN1,ENSG00000156030,ELMSAN1,protein_coding,75164
ENSG00000264741_MIR4505,ENSG00000264741,MIR4505,miRNA,73
ENSG00000259065_AC005520.2,ENSG00000259065,AC005520.2,antisense,15911
ENSG00000258586_LINC02274,ENSG00000258586,LINC02274,lincRNA,7577
ENSG00000270576_AC005520.4,ENSG00000270576,AC005520.4,processed_pseudogene,90
ENSG00000140043_PTGR2,ENSG00000140043,PTGR2,protein_coding,34984
ENSG00000258653_AC005520.1,ENSG00000258653,AC005520.1,protein_coding,80308
ENSG00000223300_RF00019,ENSG00000223300,RF00019,misc_RNA,105
ENSG00000273711_AC005520.5,ENSG00000273711,AC005520.5,antisense,11867
ENSG00000119725_ZNF410,ENSG00000119725,ZNF410,protein_coding,45895
ENSG00000258891_AC005480.1,ENSG00000258891,AC005480.1,antisense,41951
ENSG00000270140_AC005520.3,ENSG00000270140,AC005520.3,sense_intronic,370
ENSG00000199472_RF00019,ENSG00000199472,RF00019,misc_RNA,112
ENSG00000156050_FAM161B,ENSG00000156050,FAM161B,protein_coding,18914
ENSG00000119723_COQ6,ENSG00000119723,COQ6,protein_coding,13745
ENSG00000187097_ENTPD5,ENSG00000187097,ENTPD5,protein_coding,61390
ENSG00000279461_AC005480.2,ENSG00000279461,AC005480.2,processed_pseudogene,75
ENSG00000119636_BBOF1,ENSG00000119636,BBOF1,protein_coding,63511
ENSG00000119711_ALDH6A1,ENSG00000119711,ALDH6A1,protein_coding,27644
ENSG00000205659_LIN52,ENSG00000205659,LIN52,protein_coding,116440
ENSG00000239910_RN7SL530P,ENSG00000239910,RN7SL530P,misc_RNA,298
ENSG00000258513_AC006349.1,ENSG00000258513,AC006349.1,transcribed_processed_pseudogene,235
ENSG00000119614_VSX2,ENSG00000119614,VSX2,protein_coding,23267
ENSG00000119688_ABCD4,ENSG00000119688,ABCD4,protein_coding,17634
ENSG00000258559_AC005519.1,ENSG00000258559,AC005519.1,sense_overlapping,5299
ENSG00000133980_VRTN,ENSG00000133980,VRTN,protein_coding,56940
ENSG00000258737_SUB1P2,ENSG00000258737,SUB1P2,processed_pseudogene,1103
ENSG00000177776_RPS2P2,ENSG00000177776,RPS2P2,processed_pseudogene,601
ENSG00000183379_SYNDIG1L,ENSG00000183379,SYNDIG1L,protein_coding,20210
ENSG00000270000_AC005479.2,ENSG00000270000,AC005479.2,lincRNA,431
ENSG00000259005_AC005479.1,ENSG00000259005,AC005479.1,lincRNA,858
ENSG00000119655_NPC2,ENSG00000119655,NPC2,protein_coding,17986
ENSG00000283944_MIR4709,ENSG00000283944,MIR4709,miRNA,72
ENSG00000258769_RAP1AP,ENSG00000258769,RAP1AP,processed_pseudogene,451
ENSG00000165898_ISCA2,ENSG00000165898,ISCA2,protein_coding,3387
ENSG00000119681_LTBP2,ENSG00000119681,LTBP2,protein_coding,114209
ENSG00000258425_AC013451.1,ENSG00000258425,AC013451.1,lincRNA,7868
ENSG00000258976_AC013451.2,ENSG00000258976,AC013451.2,lincRNA,1955
ENSG00000119682_AREL1,ENSG00000119682,AREL1,protein_coding,59679
ENSG00000258439_AC007956.1,ENSG00000258439,AC007956.1,processed_pseudogene,542
ENSG00000222604_RF00409,ENSG00000222604,RF00409,snoRNA,110
ENSG00000119616_FCF1,ENSG00000119616,FCF1,protein_coding,25477
ENSG00000119596_YLPM1,ENSG00000119596,YLPM1,protein_coding,96070
ENSG00000119608_PROX2,ENSG00000119608,PROX2,protein_coding,19070
ENSG00000258587_AC006530.1,ENSG00000258587,AC006530.1,processed_pseudogene,571
ENSG00000119689_DLST,ENSG00000119689,DLST,protein_coding,21855
ENSG00000198208_RPS6KL1,ENSG00000198208,RPS6KL1,protein_coding,19443
ENSG00000119630_PGF,ENSG00000119630,PGF,protein_coding,13951
ENSG00000119718_EIF2B2,ENSG00000119718,EIF2B2,protein_coding,9456
ENSG00000258646_AL049780.1,ENSG00000258646,AL049780.1,antisense,3763
ENSG00000279594_AL049780.3,ENSG00000279594,AL049780.3,TEC,1583
ENSG00000119684_MLH3,ENSG00000119684,MLH3,protein_coding,37769
ENSG00000206924_RNU6-689P,ENSG00000206924,RNU6-689P,snRNA,107
ENSG00000119640_ACYP1,ENSG00000119640,ACYP1,protein_coding,16263
ENSG00000119703_ZC2HC1C,ENSG00000119703,ZC2HC1C,protein_coding,15818
ENSG00000119638_NEK9,ENSG00000119638,NEK9,protein_coding,47992
ENSG00000258978_HIF1AP1,ENSG00000258978,HIF1AP1,processed_pseudogene,175
ENSG00000259138_AL049780.2,ENSG00000259138,AL049780.2,antisense,9778
ENSG00000170348_TMED10,ENSG00000170348,TMED10,protein_coding,45162
ENSG00000273565_AL691403.2,ENSG00000273565,AL691403.2,lincRNA,490
ENSG00000252013_RNU4ATAC14P,ENSG00000252013,RNU4ATAC14P,snRNA,89
ENSG00000258740_AL691403.1,ENSG00000258740,AL691403.1,lincRNA,30668
ENSG00000258820_AF111167.1,ENSG00000258820,AF111167.1,antisense,12540
ENSG00000283519_RF00004,ENSG00000283519,RF00004,snRNA,81
ENSG00000170345_FOS,ENSG00000170345,FOS,protein_coding,3457
ENSG00000119660_DPPA5P4,ENSG00000119660,DPPA5P4,processed_pseudogene,365
ENSG00000259687_LINC01220,ENSG00000259687,LINC01220,lincRNA,2235
ENSG00000259319_AF111167.2,ENSG00000259319,AF111167.2,antisense,4059
ENSG00000140044_JDP2,ENSG00000140044,JDP2,protein_coding,46396
ENSG00000156127_BATF,ENSG00000156127,BATF,protein_coding,24591
ENSG00000224721_AC007182.1,ENSG00000224721,AC007182.1,antisense,4701
ENSG00000119686_FLVCR2,ENSG00000119686,FLVCR2,protein_coding,84598
ENSG00000242951_AC007182.2,ENSG00000242951,AC007182.2,processed_pseudogene,402
ENSG00000201096_RNA5SP387,ENSG00000201096,RNA5SP387,rRNA_pseudogene,106
ENSG00000280494_MIR7641-2,ENSG00000280494,MIR7641-2,miRNA,53
ENSG00000119685_TTLL5,ENSG00000119685,TTLL5,protein_coding,321454
ENSG00000133935_ERG28,ENSG00000133935,ERG28,protein_coding,11399
ENSG00000259103_AF107885.2,ENSG00000259103,AF107885.2,antisense,33197
ENSG00000242488_AF107885.1,ENSG00000242488,AF107885.1,transcribed_processed_pseudogene,958
ENSG00000119650_IFT43,ENSG00000119650,IFT43,protein_coding,182450
ENSG00000119699_TGFB3,ENSG00000119699,TGFB3,protein_coding,24893
ENSG00000258876_TGFB3-AS1,ENSG00000258876,TGFB3-AS1,lincRNA,664
ENSG00000258578_AC008015.1,ENSG00000258578,AC008015.1,processed_pseudogene,465
ENSG00000283629_AC016526.4,ENSG00000283629,AC016526.4,antisense,20921
ENSG00000089916_GPATCH2L,ENSG00000089916,GPATCH2L,protein_coding,102427
ENSG00000258454_AC016526.2,ENSG00000258454,AC016526.2,sense_overlapping,27658
ENSG00000280078_AC016526.3,ENSG00000280078,AC016526.3,TEC,3931
ENSG00000258402_AC016526.1,ENSG00000258402,AC016526.1,lincRNA,29124
ENSG00000119715_ESRRB,ENSG00000119715,ESRRB,protein_coding,191126
ENSG00000259124_AC008050.1,ENSG00000259124,AC008050.1,lincRNA,231350
ENSG00000271423_CYCSP1,ENSG00000271423,CYCSP1,processed_pseudogene,315
ENSG00000242952_RPSAP3,ENSG00000242952,RPSAP3,transcribed_processed_pseudogene,887
ENSG00000258566_AC007376.1,ENSG00000258566,AC007376.1,processed_pseudogene,604
ENSG00000258569_AC007376.2,ENSG00000258569,AC007376.2,lincRNA,50731
ENSG00000071246_VASH1,ENSG00000071246,VASH1,protein_coding,20827
ENSG00000259081_AF111169.3,ENSG00000259081,AF111169.3,antisense,7235
ENSG00000258610_AF111169.1,ENSG00000258610,AF111169.1,lincRNA,3298
ENSG00000258301_VASH1-AS1,ENSG00000258301,VASH1-AS1,lincRNA,4992
ENSG00000013523_ANGEL1,ENSG00000013523,ANGEL1,protein_coding,40069
ENSG00000100565_LRRC74A,ENSG00000100565,LRRC74A,protein_coding,43931
ENSG00000241081_RPL22P2,ENSG00000241081,RPL22P2,processed_pseudogene,374
ENSG00000223174_RN7SKP17,ENSG00000223174,RN7SKP17,misc_RNA,351
ENSG00000259058_AF111169.2,ENSG00000259058,AF111169.2,lincRNA,2810
ENSG00000285966_AC007686.4,ENSG00000285966,AC007686.4,lincRNA,42512
ENSG00000258602_LINC01629,ENSG00000258602,LINC01629,lincRNA,6165
ENSG00000266553_RN7SL356P,ENSG00000266553,RN7SL356P,misc_RNA,248
ENSG00000243225_AC007686.1,ENSG00000243225,AC007686.1,processed_pseudogene,463
ENSG00000119669_IRF2BPL,ENSG00000119669,IRF2BPL,protein_coding,4157
ENSG00000273729_AC007686.3,ENSG00000273729,AC007686.3,antisense,3487
ENSG00000246548_LINC02288,ENSG00000246548,LINC02288,lincRNA,28440
ENSG00000258473_AC007686.2,ENSG00000258473,AC007686.2,lincRNA,38275
ENSG00000258819_LINC02289,ENSG00000258819,LINC02289,lincRNA,7165
ENSG00000198894_CIPC,ENSG00000198894,CIPC,protein_coding,19191
ENSG00000259164_AC007375.1,ENSG00000259164,AC007375.1,protein_coding,127152
ENSG00000165548_TMEM63C,ENSG00000165548,TMEM63C,protein_coding,142928
ENSG00000177108_ZDHHC22,ENSG00000177108,ZDHHC22,protein_coding,11465
ENSG00000269883_AC007375.2,ENSG00000269883,AC007375.2,antisense,2314
ENSG00000258552_FAM204DP,ENSG00000258552,FAM204DP,processed_pseudogene,578
ENSG00000201384_RF00421,ENSG00000201384,RF00421,snoRNA,115
ENSG00000165553_NGB,ENSG00000165553,NGB,protein_coding,5830
ENSG00000221754_MIR1260A,ENSG00000221754,MIR1260A,miRNA,73
ENSG00000009830_POMT2,ENSG00000009830,POMT2,protein_coding,45929
ENSG00000100577_GSTZ1,ENSG00000100577,GSTZ1,protein_coding,10714
ENSG00000100580_TMED8,ENSG00000100580,TMED8,protein_coding,42089
ENSG00000258510_AC007954.1,ENSG00000258510,AC007954.1,processed_pseudogene,494
ENSG00000100583_SAMD15,ENSG00000100583,SAMD15,protein_coding,14809
ENSG00000165555_NOXRED1,ENSG00000165555,NOXRED1,protein_coding,29497
ENSG00000151445_VIPAS39,ENSG00000151445,VIPAS39,protein_coding,31278
ENSG00000100591_AHSA1,ENSG00000100591,AHSA1,protein_coding,11605
ENSG00000212371_RF00404,ENSG00000212371,RF00404,snoRNA,153
ENSG00000100593_ISM2,ENSG00000100593,ISM2,protein_coding,24457
ENSG00000100596_SPTLC2,ENSG00000100596,SPTLC2,protein_coding,110777
ENSG00000240233_RN7SL587P,ENSG00000240233,RN7SL587P,misc_RNA,281
ENSG00000258668_COX6CP11,ENSG00000258668,COX6CP11,processed_pseudogene,229
ENSG00000100601_ALKBH1,ENSG00000100601,ALKBH1,protein_coding,35617
ENSG00000239272_RPL21P10,ENSG00000239272,RPL21P10,processed_pseudogene,788
ENSG00000258917_ZMYND19P1,ENSG00000258917,ZMYND19P1,processed_pseudogene,787
ENSG00000119705_SLIRP,ENSG00000119705,SLIRP,protein_coding,53034
ENSG00000100603_SNW1,ENSG00000100603,SNW1,protein_coding,43609
ENSG00000197734_C14orf178,ENSG00000197734,C14orf178,protein_coding,8913
ENSG00000063761_ADCK1,ENSG00000063761,ADCK1,protein_coding,134930
ENSG00000199440_RF00019,ENSG00000199440,RF00019,misc_RNA,113
ENSG00000258421_FXNP1,ENSG00000258421,FXNP1,processed_pseudogene,337
ENSG00000021645_NRXN3,ENSG00000021645,NRXN3,protein_coding,1697918
ENSG00000199454_RNA5SP388,ENSG00000199454,RNA5SP388,rRNA_pseudogene,119
ENSG00000239438_RPS26P48,ENSG00000239438,RPS26P48,processed_pseudogene,339
ENSG00000258723_AF099810.1,ENSG00000258723,AF099810.1,antisense,3805
ENSG00000258719_AC009396.2,ENSG00000258719,AC009396.2,antisense,2802
ENSG00000258874_AC009396.3,ENSG00000258874,AC009396.3,antisense,6320
ENSG00000258478_AC009396.1,ENSG00000258478,AC009396.1,antisense,9481
ENSG00000258829_AC026888.1,ENSG00000258829,AC026888.1,antisense,2636
ENSG00000258419_AC022469.1,ENSG00000258419,AC022469.1,sense_intronic,1651
ENSG00000258662_AC022469.2,ENSG00000258662,AC022469.2,antisense,2356
ENSG00000259106_AC008056.2,ENSG00000259106,AC008056.2,antisense,21894
ENSG00000258637_AC008056.1,ENSG00000258637,AC008056.1,antisense,129598
ENSG00000258416_AF123462.1,ENSG00000258416,AF123462.1,lincRNA,81090
ENSG00000211448_DIO2,ENSG00000211448,DIO2,protein_coding,190231
